paramSet,rep,method,threshNr,nrTurns,length,angleMu,angleSD,stepMu,stepSD
1,6,local,4,0,762.821505284441,NaN,NaN,Inf,NaN
1,7,local,4,0,533.026505924796,NaN,NaN,Inf,NaN
1,8,local,4,0,321.704788714598,NaN,NaN,Inf,NaN
1,9,local,4,0,388.905094807766,NaN,NaN,Inf,NaN
1,10,local,4,0,338.240019530759,NaN,NaN,Inf,NaN
1,1,local,5,0,210.274697956951,NaN,NaN,Inf,NaN
1,2,local,5,0,181.605757426659,NaN,NaN,Inf,NaN
1,3,local,5,0,592.049971952019,NaN,NaN,Inf,NaN
1,4,local,5,0,648.5102578226,NaN,NaN,Inf,NaN
1,5,local,5,0,397.564217862607,NaN,NaN,Inf,NaN
1,6,local,5,0,762.821505284441,NaN,NaN,Inf,NaN
1,7,local,5,0,533.026505924796,NaN,NaN,Inf,NaN
1,8,local,5,0,321.704788714598,NaN,NaN,Inf,NaN
1,9,local,5,0,388.905094807766,NaN,NaN,Inf,NaN
1,10,local,5,0,338.240019530759,NaN,NaN,Inf,NaN
1,1,nonlocal,1,164,986.61500113369,15.5743057505262,10.8993326606774,6.01594512886397,3.67463984756168
1,2,nonlocal,1,144,983.689241263528,16.7925217521504,11.0565253572288,6.83117528655228,3.50570505667168
1,3,nonlocal,1,162,985.874597790427,15.6665634033058,11.6450235340968,6.08564566537301,3.656823870321
1,4,nonlocal,1,173,985.272362332242,14.6025299667297,10.9582062503034,5.69521596723839,3.51453962484531
1,5,nonlocal,1,173,986.239383518202,15.9511087008014,11.1810392573388,5.70080568507631,3.09245374700603
1,6,nonlocal,1,152,984.628490589643,15.6323625271436,10.7856745671921,6.47781901703713,3.68112926252868
1,7,nonlocal,1,179,987.779676446505,15.1531300875641,11.2973534556689,5.51832221478495,3.5955281335826
1,8,nonlocal,1,162,985.442367842008,16.1972245566895,10.9018529218019,6.08297757927165,3.45296949961136
1,9,nonlocal,1,170,987.832439558235,15.7068429126425,11.343801264105,5.81077905622491,3.34922145694524
1,10,nonlocal,1,178,986.773991435812,14.9985473803178,11.5522289169088,5.54367410918996,3.46287688913499
1,1,nonlocal,2,25,929.312422782975,36.6229652704152,26.3143746240762,37.172496911319,27.5449287582032
1,2,nonlocal,2,30,925.953523357882,42.8358686461415,20.8966462021992,30.8651174452627,30.2408822563029
1,3,nonlocal,2,28,922.148831687114,32.7088882838154,26.2754500046765,32.9338868459684,32.1135938997939
1,4,nonlocal,2,19,918.559825628541,37.623551386825,17.6554858857619,48.3452539804495,45.8448917582105
1,5,nonlocal,2,34,910.493600884009,35.555467000754,25.4696670738599,26.779223555412,12.5955689124774
1,6,nonlocal,2,18,925.536187342929,28.3182557903928,22.2268696834656,51.4186770746072,27.4018783161883
1,7,nonlocal,2,36,936.187773640474,35.7583146101024,23.2008284759285,26.0052159344576,16.0126877240843
1,8,nonlocal,2,24,876.801966423738,33.6446781863017,15.1760288190747,36.5334152676557,28.5185048860212
1,9,nonlocal,2,29,933.41666928117,33.4839617119286,21.0921676680503,32.1867816993507,30.1152080009828
1,10,nonlocal,2,31,939.455995131375,30.6404797074027,22.7859073517022,30.3050321010121,19.0947340185416
1,1,nonlocal,3,25,929.312422782975,36.6229652704152,26.3143746240762,37.172496911319,27.5449287582032
1,2,nonlocal,3,30,925.953523357882,42.8358686461415,20.8966462021992,30.8651174452627,30.2408822563029
1,3,nonlocal,3,28,922.148831687114,32.7088882838154,26.2754500046765,32.9338868459684,32.1135938997939
1,4,nonlocal,3,22,912.774550318585,28.3007935888089,27.5835420378485,41.4897522872084,43.9676149529554
1,5,nonlocal,3,34,910.493600884009,35.555467000754,25.4696670738599,26.779223555412,12.5955689124774
1,6,nonlocal,3,20,929.87334616665,24.7791852594425,18.4467223862161,46.4936673083325,36.1596891633978
1,7,nonlocal,3,36,936.187773640474,35.7583146101024,23.2008284759285,26.0052159344576,16.0126877240843
1,8,nonlocal,3,32,935.383773622307,36.1629895461546,14.9043737042194,29.2307429256971,20.1992861838818
1,9,nonlocal,3,29,933.41666928117,33.4839617119286,21.0921676680503,32.1867816993507,30.1152080009828
1,10,nonlocal,3,27,920.820417374867,33.4477292400569,25.4804420331844,34.1044599027728,20.5030937995164
1,1,nonlocal,4,14,861.924102559325,58.5164390847771,39.0109178511975,61.5660073256661,37.9996300679763
1,2,nonlocal,4,15,724.269178955007,50.4124986551192,27.5483329315903,48.2846119303338,25.9928342653952
1,3,nonlocal,4,8,859.143717644948,52.7560874752601,38.9339074752226,107.392964705618,50.695331949836
1,4,nonlocal,4,7,847.540036286785,40.4689788363521,36.616904138627,121.077148040969,66.7861764727052
1,5,nonlocal,4,17,857.193443676268,54.0042902479467,37.2499533176038,50.4231437456628,32.5655444435672
1,6,nonlocal,4,4,863.966750155538,32.6874761724664,19.6242250817669,215.991687538884,63.9170679173911
1,7,nonlocal,4,12,790.846853188406,45.347217503905,32.4794607874779,65.9039044323672,32.3210892043934
1,8,nonlocal,4,13,834.084885246668,51.9506156343854,39.8661125446004,64.1603757882052,53.2129207715717
1,9,nonlocal,4,15,871.375133430823,50.7381796904413,31.6468788373237,58.0916755620549,23.5365300138562
1,10,nonlocal,4,14,872.933128715898,52.4020934935075,28.5911981670521,62.3523663368498,38.0613564179339
1,1,nonlocal,5,14,861.924102559325,58.5164390847771,39.0109178511975,61.5660073256661,37.9996300679763
1,2,nonlocal,5,9,680.09341068997,76.1668598365129,45.6508085576981,75.5659345211078,35.7328195293657
1,3,nonlocal,5,7,845.167860694841,58.2070110604707,40.2433250525549,120.738265813549,48.0900989560192
1,4,nonlocal,5,4,829.592562268884,52.1116966277218,50.2973128720033,207.398140567221,85.6561303910204
1,5,nonlocal,5,15,781.491975374625,51.0943077594729,27.4000423921416,52.099465024975,23.9387880990561
1,6,nonlocal,5,6,879.379320578703,28.9714850122913,28.3659013636594,146.563220096451,57.1069445515398
1,7,nonlocal,5,15,792.184757561294,51.4232257680776,27.0754844728743,52.812317170753,29.1304095491219
1,8,nonlocal,5,11,822.791595058131,61.1326240464509,32.4416633786888,74.7992359143755,55.6126269388672
1,9,nonlocal,5,12,814.98676175573,56.9354559116078,44.3665134396228,67.9155634796442,45.8459155563838
1,10,nonlocal,5,7,772.702272412975,58.9389889577458,45.2910946850814,110.386038916139,65.928347655154
1,1,1D,1,12,763.005869270534,74.2312816111971,44.8237540878544,63.5838224392112,73.0851626247082
1,2,1D,1,16,853.739083281869,76.1226794830943,43.864269515118,53.3586927051168,52.8722451664338
1,3,1D,1,20,877.160976637464,59.2723719567669,30.1336297773867,43.8580488318732,54.1270364266351
1,4,1D,1,8,862.112195363529,60.4940756502162,31.8819041955708,107.764024420441,191.42206451895
1,5,1D,1,14,852.404288147127,68.5405993223966,37.2967000041308,60.8860205819376,68.2042920993688
1,6,1D,1,8,895.306761347741,71.8037529734056,33.1196081092115,111.913345168468,86.6583547589518
1,7,1D,1,16,881.166341118786,62.7877294635973,34.1304319612253,55.0728963199241,60.526495944978
1,8,1D,1,12,776.215134739922,82.6524009659223,38.8851856840582,64.6845945616601,72.5876584837704
1,9,1D,1,10,815.644307900114,81.1179805789978,44.9350151197687,81.5644307900114,91.7584589279071
1,10,1D,1,16,857.856754772667,56.062020383762,37.3396844014827,53.6160471732917,63.8975080260717
1,1,1D,2,12,763.005869270534,74.2312816111971,44.8237540878544,63.5838224392112,73.0851626247082
1,2,1D,2,16,853.739083281869,76.1226794830943,43.864269515118,53.3586927051168,52.8722451664338
1,3,1D,2,19,876.327337988197,58.8502067575438,32.6004414785674,46.122491473063,54.8624530331281
1,4,1D,2,8,862.112195363529,60.4940756502162,31.8819041955708,107.764024420441,191.42206451895
1,5,1D,2,14,852.404288147127,68.5405993223966,37.2967000041308,60.8860205819376,68.2042920993688
1,6,1D,2,7,893.885183202923,69.1423569419406,42.6384688166071,127.697883314703,89.5834921383893
1,7,1D,2,16,881.166341118786,62.7877294635973,34.1304319612253,55.0728963199241,60.526495944978
1,8,1D,2,12,776.215134739922,82.6524009659223,38.8851856840582,64.6845945616601,72.5876584837704
1,9,1D,2,10,815.644307900114,81.1179805789978,44.9350151197687,81.5644307900114,91.7584589279071
1,10,1D,2,15,857.3620618224,55.7365438149181,39.1124190875795,57.15747078816,65.2044506476782
1,1,1D,3,9,761.593400737852,84.6538896206612,45.9385262009077,84.6214889708724,76.2966760759402
1,2,1D,3,14,852.891630241854,81.2539291122629,43.7752979561951,60.920830731561,53.3211151908696
1,3,1D,3,17,874.792292831067,58.7305530878335,36.3684824620143,51.4583701665334,56.2660041736872
1,4,1D,3,6,858.712807512228,55.9674773664092,46.7985756365747,143.118801252038,214.303043314526
1,5,1D,3,10,830.282181763648,58.7724797591547,47.2158053856457,83.0282181763648,73.1558486679047
1,6,1D,3,6,882.513073837407,48.0375559962755,27.8349771821219,147.085512306235,92.012975926967
1,7,1D,3,14,879.848249967387,63.1417292832462,36.8606112991317,62.8463035690991,61.5068507242792
1,8,1D,3,10,764.636689130101,84.4199554857006,43.9558875351402,76.4636689130101,75.4400227977765
1,9,1D,3,9,814.738400358204,83.1094514126003,48.5859710108873,90.5264889286893,93.1841266176022
1,10,1D,3,11,849.809408740553,56.7274496953847,44.8361760702295,77.2554007945957,71.5346387172428
1,1,1D,4,7,737.06292991043,95.0489805624111,46.3635592885589,105.294704272919,81.0590057308957
1,2,1D,4,10,793.770387360584,91.6202460589894,52.7113939388567,79.3770387360584,52.4981788109314
1,3,1D,4,8,836.259846264289,38.0006977563047,32.7857274970151,104.532480783036,60.8231487292695
1,4,1D,4,6,858.712807512228,55.9674773664092,46.7985756365747,143.118801252038,214.303043314526
1,5,1D,4,7,823.458854428969,81.3245111278649,52.3128459253917,117.636979204138,69.2222682931583
1,6,1D,4,4,872.610833441924,33.0489595041359,17.0322116331618,218.152708360481,82.5684414962316
1,7,1D,4,9,837.762822970097,75.7245345090732,38.5169956533349,93.0847581077886,67.8916182399515
1,8,1D,4,8,746.972167313409,85.1828438055681,43.0365343227114,93.3715209141762,76.8606492988666
1,9,1D,4,6,795.895278614208,96.4102072968151,44.4876159625059,132.649213102368,98.310289379782
1,10,1D,4,7,823.499734047483,61.1216385358326,52.2308376106541,117.64281914964,77.1515612325659
1,1,1D,5,6,728.274862307113,93.9240377202711,47.2815586816492,121.379143717852,82.5289637570344
1,2,1D,5,10,793.770387360584,91.6202460589894,52.7113939388567,79.3770387360584,52.4981788109314
1,3,1D,5,8,836.259846264289,38.0006977563047,32.7857274970151,104.532480783036,60.8231487292695
1,4,1D,5,6,858.712807512228,55.9674773664092,46.7985756365747,143.118801252038,214.303043314526
1,5,1D,5,7,823.458854428969,81.3245111278649,52.3128459253917,117.636979204138,69.2222682931583
1,6,1D,5,4,872.610833441924,33.0489595041359,17.0322116331618,218.152708360481,82.5684414962316
1,7,1D,5,8,820.429442938621,74.8886250511499,38.4991681369823,102.553680367328,66.6035336297771
1,8,1D,5,7,739.595041179062,97.3518214920778,54.6577166098946,105.656434454152,77.5627238583021
1,9,1D,5,6,795.895278614208,96.4102072968151,44.4876159625059,132.649213102368,98.310289379782
1,10,1D,5,7,823.499734047483,61.1216385358326,52.2308376106541,117.64281914964,77.1515612325659
1,1,corridor,1,91,999.934005880981,30.1233168738258,2.59238005433888,10.9882857789119,3.49228290031773
1,2,corridor,1,89,1000,30.0372620419702,0.943943575668872,11.2359550561798,2.84373403979178
1,3,corridor,1,92,999.930737627809,30.1290698148809,2.52980605069639,10.8688123655197,3.20662539750567
1,4,corridor,1,96,999.999999999998,29.9382218137293,0.99683697057639,10.4166666666666,2.96690443557331
1,5,corridor,1,98,1000,29.9275772215811,0.983214962388354,10.2040816326531,2.56864519627172
1,6,corridor,1,93,999.999999999999,29.8846673048894,0.89987956919453,10.752688172043,3.07366317764214
1,7,corridor,1,94,999.87744354585,30.112047865354,1.06322657050284,10.636994080275,2.74234860359636
1,8,corridor,1,97,1000,29.9091448646615,0.960549113384823,10.3092783505155,2.71656494233263
1,9,corridor,1,94,1000,29.9043786244031,0.850400592343127,10.6382978723404,2.69897919135371
1,10,corridor,1,96,999.926977653736,30.042224901824,2.37391916221718,10.4159060172264,3.03843720903888
1,1,corridor,2,90,988.981955543037,27.4916522296515,4.79146574277609,10.9886883949226,3.39890805985809
1,2,corridor,2,89,989.140459216312,27.7594960163953,2.96526704258449,11.1139377440035,2.82131889353954
1,3,corridor,2,91,988.856955141672,27.3807530284443,4.96510373213067,10.8665599466118,3.06026632078257
1,4,corridor,2,96,988.369098488208,26.4238671896793,4.22754951407361,10.2955114425855,2.94675932182496
1,5,corridor,2,98,988.204906522118,26.9543962669763,3.76397492225524,10.08372353594,2.52622469751011
1,6,corridor,2,93,988.84512162743,26.6891314634264,3.58992748561162,10.6327432433057,3.08249323150702
1,7,corridor,2,94,988.429129576709,27.1965172746057,3.50437661188027,10.5152035061352,2.75150734694373
1,8,corridor,2,97,988.34757118332,26.7725294770225,3.95973978382931,10.1891502183847,2.71174214215349
1,9,corridor,2,94,988.635679995315,26.6341852562825,3.68099486304577,10.517400851014,2.68870429396295
1,10,corridor,2,95,988.473875861211,27.3476871227071,4.9003862995618,10.4049881669601,2.86818198970552
1,1,corridor,3,87,978.035412806863,23.0443825019218,10.885566435896,11.2417863541019,2.88662893004692
1,2,corridor,3,87,977.862776979725,25.0930641122012,8.97279945789205,11.2398020342497,2.2528674121036
1,3,corridor,3,87,977.937504260009,23.2418681186779,10.2233310997285,11.2406609685059,2.52541165482765
1,4,corridor,3,92,977.045269975027,21.981619153529,9.91912379520176,10.6200572823373,2.22585868548587
1,5,corridor,3,94,976.158397307241,22.8217454219574,9.15442351539494,10.3846638011409,1.95060316789192
1,6,corridor,3,86,977.796202473111,23.3997319474632,9.58434600197845,11.3697232845711,2.51061921174395
1,7,corridor,3,91,976.603129336224,23.201125008984,9.80176516132653,10.7319025201783,2.31602481833475
1,8,corridor,3,92,976.503120883102,23.0676395244866,9.80743847252455,10.614164357425,1.95615301844679
1,9,corridor,3,91,976.893729503783,22.3186554628068,9.45656674955949,10.735095928613,2.0631795300811
1,10,corridor,3,91,976.772753382486,23.0698134752534,11.1869347817657,10.7337665206867,2.10829944872926
1,1,corridor,4,66,969.487133558801,24.2169123333801,15.3645051872403,14.6891989933152,3.90068497548072
1,2,corridor,4,72,968.385445301341,23.8309696281522,16.6571037867305,13.4497978514075,1.81559231029196
1,3,corridor,4,70,967.15536556091,22.4403292581982,13.6123802559585,13.8165052222987,3.42846076889176
1,4,corridor,4,70,967.562443977107,21.1454850246499,14.0137162734353,13.8223206282444,2.27178171150717
1,5,corridor,4,70,966.144354604942,23.0721751334744,15.6825055969088,13.802062208642,2.83677887348246
1,6,corridor,4,68,968.343404543537,21.1342755815505,14.5550504983693,14.2403441844638,3.58254584665943
1,7,corridor,4,70,967.902533401829,22.6116104093471,16.5623288435225,13.8271790485976,2.96712268137181
1,8,corridor,4,69,967.766352949916,24.1339078968721,14.8158612744634,14.0255993181147,3.37753178205197
1,9,corridor,4,69,967.858121519414,22.2291724919889,15.5068470840507,14.0269292973828,2.72939754506323
1,10,corridor,4,71,967.025446623894,23.3152687005032,15.2935539151356,13.6200767130126,2.83039259958846
1,1,corridor,5,52,963.375893835513,26.8189347227518,18.3472777240248,18.5264594968368,5.21796719649519
1,2,corridor,5,53,961.738295104215,28.1601904447691,19.934201770181,18.1460055680041,4.20621162134138
1,3,corridor,5,51,962.838120614979,27.5503785120983,16.6234257413068,18.8791788355878,4.59369365516749
1,4,corridor,5,49,963.97899519763,25.8558950350164,16.2166568158138,19.673040718319,4.80349621585017
1,5,corridor,5,50,961.202438453792,29.372239379918,18.2629873738793,19.2240487690758,4.01325070957787
1,6,corridor,5,53,962.620329202832,21.9648735702973,16.0939915121986,18.1626477208082,4.48948424866792
1,7,corridor,5,51,961.777739717649,27.0769684177098,19.1151238841149,18.8583870532872,5.63941343513722
1,8,corridor,5,50,963.406470201952,29.5339563249794,16.5674334614581,19.268129404039,5.26909872529156
1,9,corridor,5,50,963.568519244929,26.9090910153831,18.7217359445085,19.2713703848986,5.04726943592566
1,10,corridor,5,51,961.247626131961,27.9777891200296,17.1854084328099,18.8479926692541,5.66600564804186
1,1,DP,1,91,1000,30.1233168738258,1.04125089967174,10.989010989011,3.53154284581044
1,2,DP,1,89,1000,30.0372620419702,0.943943575668872,11.2359550561798,2.84373403979178
1,3,DP,1,92,999.999999999998,30.1290698148809,1.04905722972452,10.8695652173913,3.23184406392257
1,4,DP,1,96,999.999999999998,29.9382218137293,0.99683697057639,10.4166666666666,2.96690443557331
1,5,DP,1,98,1000,29.9275772215811,0.983214962388354,10.2040816326531,2.56864519627172
1,6,DP,1,93,999.999999999999,29.8846673048894,0.89987956919453,10.752688172043,3.07366317764214
1,7,DP,1,95,1000,30.0869394897945,1.05053848933409,10.5263157894737,2.75168684902874
1,8,DP,1,97,1000,29.9091448646615,0.960549113384823,10.3092783505155,2.71656494233263
1,9,DP,1,94,1000,29.9043786244031,0.850400592343127,10.6382978723404,2.69897919135371
1,10,DP,1,96,999.999999999999,30.042224901824,1.02482120747141,10.4166666666667,3.05016536796446
1,1,DP,2,90,999.864372320208,30.3819796844553,3.14622290285015,11.1096041368912,3.38269718063882
1,2,DP,2,89,1000,30.0372620419702,0.943943575668872,11.2359550561798,2.84373403979178
1,3,DP,2,91,999.868820979813,30.4601584941653,3.17602348380091,10.9875694613166,3.07762241549283
1,4,DP,2,96,999.999999999998,29.9382218137293,0.99683697057639,10.4166666666666,2.96690443557331
1,5,DP,2,98,1000,29.9275772215811,0.983214962388354,10.2040816326531,2.56864519627172
1,6,DP,2,93,999.999999999999,29.8846673048894,0.89987956919453,10.752688172043,3.07366317764214
1,7,DP,2,94,999.87744354585,30.112047865354,1.06322657050284,10.636994080275,2.74234860359636
1,8,DP,2,95,999.630302694606,29.9132158570506,1.1090064631539,10.5224242388906,2.95247477002305
1,9,DP,2,94,1000,29.9043786244031,0.850400592343127,10.6382978723404,2.69897919135371
1,10,DP,2,95,999.876005909538,30.2678636972543,2.925062241929,10.5250105885215,2.89838247720594
1,1,DP,3,86,998.797803293028,30.4993442477905,3.50470851464046,11.6139279452678,4.04264045457314
1,2,DP,3,89,1000,30.0372620419702,0.943943575668872,11.2359550561798,2.84373403979178
1,3,DP,3,83,997.851222715995,30.4385015869904,3.72007300026025,12.0223038881445,3.826775544017
1,4,DP,3,92,999.06087969652,29.9588562048917,1.82669358519164,10.8593573880057,3.14111470532807
1,5,DP,3,95,999.251520412339,30.1801444376128,2.64294641576673,10.518437056972,2.92400201565193
1,6,DP,3,90,999.204034017398,30.0507671456725,1.43079376150563,11.1022670446378,3.44308718144824
1,7,DP,3,92,999.259616883097,30.1257842723797,1.56921637387509,10.8615175748163,3.02991723674802
1,8,DP,3,91,998.589952280432,30.2188777782454,2.1083387752337,10.9735159591256,3.22260677322288
1,9,DP,3,90,998.977157460484,29.6776163317501,1.448278827243,11.0997461940054,3.28930784529726
1,10,DP,3,94,999.567965832589,30.5898622472251,3.82854945491798,10.6337017641765,2.82903249079727
1,1,DP,4,78,996.000320737591,30.2302338194988,4.64515120096465,12.7692348812512,4.61776799091712
1,2,DP,4,83,997.517227641053,30.2197775730808,4.02926147968392,12.018279851097,3.89080445529172
1,3,DP,4,81,997.163845350781,30.4456830578845,3.78492694132595,12.310664757417,4.09259749460204
1,4,DP,4,85,996.683405301668,30.6629760186749,3.32022709004126,11.7256871211961,3.93121447245337
1,5,DP,4,84,995.385378865114,29.7931733746543,4.62423090997985,11.8498259388704,4.15887255975514
1,6,DP,4,79,995.672111376701,31.5347360807064,4.49907740652233,12.6034444478063,4.22499545657474
1,7,DP,4,78,993.776627776755,30.5398440959474,5.2526122351283,12.7407259971379,5.5637664468247
