paramSet,method,threshNr,rnge95_nrTurns,rnge95_length,rnge95_angleMu,rnge95_angleSD,rnge95_stepMu,rnge95_stepSD
2,local,4,0,314.028190227012,NaN,NaN,NaN,NaN
2,local,5,0,314.028190227012,NaN,NaN,NaN,NaN
2,nonlocal,1,27,7.37842595441782,1.59302457471665,1.45400206139112,0.838254488015978,0.493604420265736
2,nonlocal,2,27,7.37842595441782,1.59302457471665,1.45400206139112,0.838254488015978,0.493604420265736
2,nonlocal,3,14,45.000455285569,20.7282507553218,15.704827766915,17.2376721042304,20.2299788909503
2,nonlocal,4,14,45.000455285569,20.7282507553218,15.704827766915,17.2376721042304,20.2299788909503
2,nonlocal,5,18,62.4591111883767,20.911741406175,24.7708943045205,24.8797154913596,22.2575986414768
2,1D,1,20,97.1883040361417,44.9696089847274,17.7407767498726,31.3564461840307,44.6063034581959
2,1D,2,19,93.2220153822732,45.5772042350196,17.7407767498726,30.6998694821901,44.4761712124766
2,1D,3,16,96.7456260319194,52.5778509238021,25.7286101051763,61.3727410644129,49.8820910689775
2,1D,4,7,90.5274274431905,27.9256560938855,28.2173970807137,56.2039060340238,52.3511832350157
2,1D,5,7,66.8282203523142,54.6878793473552,22.4092309360951,68.8914160017693,56.0183539377731
2,corridor,1,8,0.223125050809131,0.443618842675114,2.25831084513637,0.905953559136499,0.453523683226017
2,corridor,2,8,1.65030200205467,1.72536952459399,3.05556089877684,0.906093431081784,0.646146952571628
2,corridor,3,5,3.11005892479807,4.13288134284759,4.19997784231768,0.601738074812122,0.401774406843407
2,corridor,4,4,2.88531357516183,8.26638558262164,2.63927499443652,0.544901996574263,0.627815167672996
2,corridor,5,6,4.52084847611377,9.91939598381683,4.01479627955231,1.29303865151187,1.27684652969177
2,DP,1,7,2.1600499167107e-12,0.27083446135596,0.371737582933195,0.78492935635793,0.472301993179433
2,DP,2,8,0.231520229304124,0.682224831912258,3.26471477193403,0.904659935531626,0.511131314602008
2,DP,3,6,1.21654260476623,1.10329683942715,3.26307189380784,0.694459960645476,0.622487406603422
2,DP,4,6,3.07751551040076,1.4169006128325,3.57397195645932,0.738545162627657,1.22471973114276
2,DP,5,13,6.58948430166288,2.88581307409039,4.86111155361178,1.97679836737194,2.21023151002983
2,TPA,1,11,9.98774024221393,8.48098736174349,4.76729441021088,1.72209702127657,1.60218429811738
2,TPA,2,14,10.0503697442467,6.89031559449158,5.74573297030653,2.45436617394352,4.28261081843708
2,TPA,3,19,10.8083732070581,5.78542533867717,5.46786332413118,4.03560014413436,6.67848202719453
2,TPA,4,28,21.4445242485815,6.16628352309007,6.4022199757542,9.38937603441543,8.55314830075819
2,TPA,5,15,25.5949833127455,7.74978163236048,7.73755442903782,20.7763546672287,9.35935374702661
2,CPT,1,9,383.537439075348,130.055988505121,71.7170617329626,314.792703509406,248.143782055497
2,CPT,2,10,291.408099968869,63.8187272636005,60.1763774669907,77.6933181744297,131.572087053389
2,CPT,3,27,446.231457057693,52.0701538928458,47.8460517689859,104.196038004764,157.672375738705
2,CPT,4,41,435.236399659031,24.2994696892505,29.9403918871112,42.5747247343816,105.499782187539
2,CPT,5,59,454.361463634935,14.807623359432,24.4177515581312,46.8878565058439,107.722897099523
2,MRPA,1,7,2.1600499167107e-12,0.27083446135596,0.371737582933195,0.78492935635793,0.472301993179433
2,MRPA,2,8,0.228965676236612,0.598090872890708,3.22970438698245,0.904659935531626,0.511131314602008
2,MRPA,3,8,0.228965676236612,0.598090872890708,3.22970438698245,0.904659935531626,0.511131314602008
2,MRPA,4,8,0.589744316706742,1.37436544390896,3.6508260180893,0.904659935531626,0.511131314602008
2,MRPA,5,6,0.589744316706742,1.37436544390896,3.61391067353737,0.698173374336156,0.551227314795675
2,VW,1,10,35.4333495586484,11.9210055679425,8.71563317705078,1.98135158118688,4.79177440895985
2,VW,2,10,35.642222471232,12.8647034855971,8.13515051161566,1.94508610468635,4.6285285262613
2,VW,3,11,59.971086072067,12.0505430309296,5.93730480459287,2.88162158133336,4.78815197753011
2,VW,4,10,52.2246054177525,12.8292373544089,5.26315251049588,3.15124453129327,5.5931435685777
2,VW,5,10,57.1927167988513,13.4647191123118,7.79509878987768,3.43044869691883,5.32066429609882
3,interval,1,0,14.0369711615436,6.71430566644975,4.91108484041252,0.14178758749034,0.0974441684900839
3,interval,2,0,12.9991477126549,5.10162125412978,3.23984447672495,0.196956783525074,0.42345644471263
3,interval,3,0,14.3217274808484,8.25174300456094,6.55000189400884,0.292280152670376,0.687638264343713
3,interval,4,0,26.1032065791875,13.1644962179001,9.91493875886487,0.669312989209935,1.06695844158627
3,interval,5,0,42.0202568484323,12.8560483375662,7.72069480134365,1.27334111661916,1.28404720115975
3,local,1,6,1.91799777664721,1.34700099639711,3.78311517778716,0.67460865424159,0.565692898954695
3,local,2,6,1.91799777664721,1.34700099639711,3.78311517778716,0.67460865424159,0.565692898954695
3,local,3,6,1.91799777664721,1.34700099639711,3.78311517778716,0.67460865424159,0.565692898954695
3,local,4,0,352.603863236272,NaN,NaN,NaN,NaN
3,local,5,0,352.603863236272,NaN,NaN,NaN,NaN
3,nonlocal,1,24,9.00574950804685,2.97299684093843,1.6343952899958,0.816139418340496,0.479670447152087
3,nonlocal,2,24,9.00574950804685,2.97299684093843,1.6343952899958,0.816139418340496,0.479670447152087
3,nonlocal,3,35,12.9882281595486,3.37729583738843,3.62450543745694,1.36111389360391,2.69672496135551
3,nonlocal,4,12,83.5383420818546,8.57434528202721,14.1839065478294,11.5243641654714,15.9500375665352
3,nonlocal,5,12,83.5383420818546,8.57434528202721,14.1839065478294,11.5243641654714,15.9500375665352
3,1D,1,14,88.7478451339549,21.4108875490965,7.51669002891921,15.872735890758,25.7127397045085
3,1D,2,13,83.6806460577834,22.0251440933951,7.51669002891921,15.2510557298074,25.7127397045085
3,1D,3,10,93.2494828475686,28.7479108495887,19.6676062921898,22.7196605439579,27.7641562789193
3,1D,4,4,146.287608693289,46.553947592005,16.8976677010822,16.6731526463155,31.3476315997963
3,1D,5,3,138.510189671391,41.2887580255037,16.8976677010822,20.292970175303,31.1010954496606
3,corridor,1,6,0.316947368540241,0.176789373892774,2.93881496608995,0.681628224838983,0.552623178782997
3,corridor,2,6,0.316947368540241,0.176789373892767,4.16364710741358,0.682246032533223,0.537251320622985
3,corridor,3,5,2.54807438076421,2.26053999934147,5.32580179213494,0.573148733016604,0.47602628226408
3,corridor,4,7,3.1872577798398,3.72266288925031,3.09904532050652,0.821837238427435,0.444759447630507
3,corridor,5,5,4.01329247737715,3.83998332075624,3.65538432146317,0.704042626935902,0.957247296302907
3,DP,1,6,1.93267624126747e-12,0.176789373892774,0.283557239690276,0.679732638495532,0.569628009562996
3,DP,2,6,1.93267624126747e-12,0.176789373892774,0.283557239690276,0.679732638495532,0.569628009562996
3,DP,3,5,0.320904366243212,0.698904723376451,3.91848934400128,0.575687076159346,0.472214114004948
3,DP,4,6,3.61293177838013,1.6379965423894,4.32858685610247,0.681770614954335,0.922100020284907
3,DP,5,9,7.11019859362784,1.59064619685204,6.39539160963644,1.08040601740639,0.896330922287574
3,TPA,1,9,12.5088287879571,4.33532979734503,4.61928951427583,1.30365195607514,1.12213391901122
3,TPA,2,12,12.5465769946222,3.57297234975871,4.41237454708899,1.89514315941671,1.98637619103777
3,TPA,3,13,13.9900080108849,2.77372328331216,4.31245509591203,2.18694720773654,3.01686501658219
3,TPA,4,12,14.6309691628519,4.30924108516464,6.81588287859766,2.32607926072705,10.2329381451274
3,TPA,5,23,37.5234961769322,8.33138013699526,5.71665127018058,10.0382475152214,9.28603126290872
3,CPT,1,11,292.686464891804,71.3981778848686,94.9000064399054,Inf,155.931866689494
3,CPT,2,24,453.575601982533,39.8066679477367,39.756092266601,117.405754283413,201.528584678531
3,CPT,3,33,445.549941233916,41.9035731372931,32.5892851711202,45.0116202735432,111.020284632998
3,CPT,4,46,247.388560670527,30.5637047337051,21.5191843503374,37.1122713192626,98.9152470333246
3,CPT,5,57,358.503470347564,22.7509346779938,19.2295435434265,30.6845687227661,88.2457939369212
3,MRPA,1,6,1.93267624126747e-12,0.176789373892774,0.283557239690276,0.679732638495532,0.569628009562996
3,MRPA,2,6,0.311533125507594,0.698904723376451,3.65849929556448,0.679732638495532,0.471572958300549
3,MRPA,3,5,0.317900969860148,0.698904723376451,3.91848934400128,0.575645857433273,0.472214114004948
3,MRPA,4,5,0.317900969860148,0.698904723376451,3.91848934400128,0.575645857433273,0.472214114004948
3,MRPA,5,5,0.317900969860148,0.698904723376451,3.91848934400128,0.575645857433273,0.472214114004948
3,VW,1,10,50.2757552150487,8.7172865708776,7.799048699962,1.61680562808868,3.58357993931434
3,VW,2,12,58.4041370137769,10.0673959012053,8.98462929787478,2.0358197122997,3.58357993931434
3,VW,3,13,67.3196094007196,8.85663241633005,11.1806904540268,2.15081024352568,3.18372676145045
3,VW,4,14,63.0615378617747,10.2938142952918,14.0072947621552,2.57072270706631,3.19926674146366
3,VW,5,10,76.5107370526326,8.77076855913218,13.141761397685,2.18323587581007,3.17574008045996
4,interval,1,0,22.0612423224129,4.0417022291842,2.19026968431282,0.110860514182979,0.10514356415543
4,interval,2,0,25.9804410378574,6.44050835000795,3.72704945547048,0.195341661938777,0.221516080033905
4,interval,3,0,35.8547381433173,6.42929289720937,6.27766420001613,0.362169072154717,0.407669258343476
4,interval,4,0,55.897000658224,9.59000259020891,9.15775075850987,0.707556970357267,0.344968036746736
4,interval,5,0,70.7615020976418,11.9863137243575,12.029369898491,1.07214397117639,0.73730148823131
4,local,1,14,4.13483152740241,0.71210702745357,4.36272171078964,0.782788147417689,0.593960233982149
4,local,2,14,4.13483152740241,0.71210702745357,4.36272171078964,0.782788147417689,0.593960233982149
4,local,3,14,4.13483152740241,0.71210702745357,4.36272171078964,0.782788147417689,0.593960233982149
4,local,4,0,490.811646231634,NaN,NaN,NaN,NaN
4,local,5,0,490.811646231634,NaN,NaN,NaN,NaN
4,nonlocal,1,23,16.8351142769673,2.30986449453443,2.62064461301319,0.349951267602257,0.47957735550157
4,nonlocal,2,23,16.8351142769673,2.30986449453443,2.62064461301319,0.349951267602257,0.47957735550157
4,nonlocal,3,31,16.9979434748586,2.7018711752074,1.76723880878079,0.528028078744523,1.50501941601014
4,nonlocal,4,28,229.524062195386,8.43207766317946,14.9642449967982,12.2302478594269,14.5507950873466
4,nonlocal,5,28,229.524062195386,8.43207766317946,14.9642449967982,12.2302478594269,14.5507950873466
4,1D,1,26,170.03587006329,26.4462866088178,14.6862444415681,20.3052985679535,46.9954685668524
4,1D,2,25,168.864306793689,26.177939851828,13.2908006418879,19.3736598125957,47.0424699095179
4,1D,3,18,168.884832662665,40.06315167813,11.7235709867435,26.2736678988634,53.5030709193049
4,1D,4,11,188.733114644849,57.9684689853697,12.219466841606,23.7571980372475,57.7838922646605
4,1D,5,11,188.733114644849,50.0000525447632,15.1236572510092,25.2390480062546,58.7807259208607
4,corridor,1,14,0.552992206961562,0.334463750925806,3.74448420677249,0.784929356357946,0.608147234484475
4,corridor,2,14,0.733210613630945,0.460854999600251,5.28237722306089,0.783569985347876,0.612315415518044
4,corridor,3,15,4.96096784481938,1.13915758889405,3.89439492460408,0.845412629127035,0.592423851913688
4,corridor,4,14,8.30349618751075,1.19737439981377,4.67028373094721,0.830221303107113,0.68040293112724
4,corridor,5,11,10.0667595030861,5.02009704021963,2.5602588880392,0.820316649501043,0.644513103164584
4,DP,1,14,3.41060513164848e-12,0.305304109683746,0.180296289889594,0.784929356357946,0.599796382887105
4,DP,2,14,0.344227128116245,0.30690155092185,0.180296289889594,0.784929356357946,0.633801575164971
4,DP,3,14,1.24956370322775,0.700109035829556,4.05169328415731,0.784929356357946,0.603584943544332
4,DP,4,16,5.43028995991108,0.675492654868947,3.76236495542678,0.921916560934223,0.751005326933909
4,DP,5,18,4.16260091076083,0.764249782533525,3.49979454488278,1.16348877203644,1.22207107445805
4,TPA,1,29,22.3466817957226,2.20042053392545,4.48415497721018,2.34479173755398,1.36054705460217
4,TPA,2,30,22.1602084361468,2.96136472818752,5.94270658455051,2.78486885982348,2.38664794410322
4,TPA,3,27,21.4616262641969,1.85515937043251,5.2851006599565,2.6624824026561,2.21110043875292
4,TPA,4,28,28.8234139898855,2.83866468444204,5.58950681331225,3.03847133262035,3.27254661263648
4,TPA,5,22,33.5007505903448,5.44941101091139,5.09686117534919,3.98074776472986,3.98236255445579
4,CPT,1,15,509.706332541745,84.2384626521883,59.9245308602239,398.399651891406,260.117528509838
4,CPT,2,43,1015.24168009871,70.5005118196208,80.2188344178434,393.756402668183,212.796882837782
4,CPT,3,70,1155.25732727078,41.0276334618132,33.3691257816032,191.831657597476,191.545379600356
4,CPT,4,81,1014.0826912947,37.3175511143744,26.8045609420298,121.873471124116,73.4715246762392
4,CPT,5,104,1059.8682305833,25.7695839903545,16.9876023752575,74.2956118302959,96.2915917365326
4,MRPA,1,14,0.286330423782601,0.349748009922905,2.28381773745971,0.784929356357946,0.599796382887105
4,MRPA,2,14,0.914101977893324,0.422711076813854,4.76806827819398,0.784929356357946,0.633801575164971
4,MRPA,3,14,0.96405120239865,0.67369876530497,3.87469659628991,0.784929356357946,0.633801575164971
4,MRPA,4,14,0.96405120239865,0.67369876530497,3.87469659628991,0.784929356357946,0.633801575164971
4,MRPA,5,14,0.96405120239865,0.67369876530497,3.87469659628991,0.784929356357946,0.633801575164971
4,VW,1,10,55.3461478585493,4.58382386775309,6.56873128415488,1.04764396490786,2.71188228609688
4,VW,2,11,52.6815745826602,5.23454118322559,7.63698051877008,1.10772561098866,2.56325941280808
4,VW,3,13,64.5995019134202,6.31165861451829,8.22264634358584,1.27233277505843,3.04730425468674
4,VW,4,15,86.4852504256435,6.5620820733657,8.29912383116616,1.67276147650574,3.20686172501269
4,VW,5,20,104.47500585079,8.36076459851845,12.7121124703937,2.37864764691908,3.66856903180479
5,interval,1,0,32.1008109145841,4.0274669572992,2.61703399458498,0.0804531601869289,0.0424075042152428
5,interval,2,0,24.9300591470096,5.29359223766191,2.25261529451978,0.0937220268684573,0.124906444489377
5,interval,3,0,42.127411457684,8.40190957292159,3.62468827541261,0.211695534963233,0.200227721260057
5,interval,4,0,79.7752878446818,9.6263949583173,5.05990197088343,0.50173137009234,0.413902188433046
5,interval,5,0,89.3966764053507,11.9161067137926,6.98453681560539,0.672155461694366,0.358890719050231
5,local,1,15,3.44480412346502,1.07611299237804,2.36551269863718,0.41738541293511,0.28202862217852
5,local,2,15,3.44480412346502,1.07611299237804,2.36551269863718,0.41738541293511,0.28202862217852
5,local,3,15,3.44480412346502,1.07611299237804,2.36551269863718,0.41738541293511,0.28202862217852
5,local,4,0,563.022784676332,NaN,NaN,NaN,NaN
5,local,5,0,563.022784676332,NaN,NaN,NaN,NaN
5,nonlocal,1,39,20.6095465763192,1.12785661316948,0.727765036276811,0.317569325970275,0.127274107447148
5,nonlocal,2,39,20.6095465763192,1.12785661316948,0.727765036276811,0.317569325970275,0.127274107447148
5,nonlocal,3,51,29.2550623101361,1.03991664460901,1.25872853882684,0.423249264158977,1.39624442723738
5,nonlocal,4,29,203.492919271382,7.59933165279135,6.89836591698533,5.45595253454577,7.97802043262196
5,nonlocal,5,29,203.492919271382,7.59933165279135,6.89836591698533,5.45595253454577,7.97802043262196
5,1D,1,30,177.189040785971,13.2980069579839,6.98445298546505,9.55470188827921,10.0492606457739
5,1D,2,27,181.550973661002,13.9203730445591,8.34644757761294,9.08162435554891,10.2839876551731
5,1D,3,26,253.180561958325,17.1213777421958,4.8366345027019,11.7082186402599,11.5441608358054
5,1D,4,22,334.304032010731,26.981319690418,10.6700543087884,18.5100620134701,12.0572144250148
5,1D,5,22,289.318091086639,24.7327613301152,11.7938212682319,18.5100620134701,11.4629342017177
5,corridor,1,15,0.872514579707058,0.400840857863166,2.42355796663054,0.422175589150559,0.28879557272354
5,corridor,2,15,1.05609206774034,0.50733043444815,3.78865559627875,0.423190667118996,0.285271544054805
5,corridor,3,14,5.36782550482394,1.08446050645449,2.62860422857927,0.398150946279783,0.21076162004142
5,corridor,4,10,7.17113414238793,1.8134696678995,2.3793968237949,0.290903512801295,0.167743106734541
5,corridor,5,10,12.0735473279733,4.24253852724576,2.05545329674777,0.346006858961193,0.620686509028566
5,DP,1,15,4.09272615797818e-12,0.269061998839028,0.140830083525389,0.421200421200417,0.287817048373356
5,DP,2,14,0.929154178323643,0.171213511113947,2.30879964445867,0.394144144144141,0.287817048373356
5,DP,3,12,1.96065023147503,0.31188750319177,2.59333119084906,0.343796313160905,0.37894526798853
5,DP,4,16,6.15045350966375,0.252419702544124,2.52396258962613,0.464786589707037,0.350304014204822
5,DP,5,12,9.98529273106305,0.772575516300456,3.4840609327079,0.379139247129292,0.381737436546722
5,TPA,1,31,46.7137607677187,3.01238222734614,1.98376070066762,1.04744384303813,0.994697416719543
5,TPA,2,37,46.3152540759506,2.6195543733883,3.22235607306003,1.44059140730777,1.54546845221033
5,TPA,3,32,48.3635385962834,2.52949053322416,2.13820780498542,1.3145959679648,2.53580227465516
5,TPA,4,39,55.7718438241855,2.6667135978557,2.79060009972203,1.77252666802161,3.05745170398475
5,TPA,5,38,60.4359526926678,4.28023712226236,3.68980499851163,2.8612745847588,2.98811466773645
5,CPT,1,11,966.504901152402,79.9874081685733,56.8588527437801,Inf,98.8878694458231
5,CPT,2,33,1559.61130240374,29.7299679126473,16.8328026821269,28.7667891281094,40.2668407025907
5,CPT,3,65,914.619033104151,14.350471900754,8.86217992674546,17.6165641913086,22.3569753577639
5,CPT,4,55,694.631908035421,15.8026472075916,10.8077387315058,9.99159381164799,19.5386351772239
5,CPT,5,90,823.180220274858,8.37752607590232,9.54047912989422,8.66061423728808,17.2266035390149
5,MRPA,1,15,4.09272615797818e-12,0.269061998839028,0.140830083525389,0.421200421200417,0.287817048373356
5,MRPA,2,15,0.929154178323188,0.37028183940221,2.30879964445867,0.422573964646123,0.331598563864539
5,MRPA,3,14,1.01749952980117,0.343615278481458,2.64831750769083,0.396193780702831,0.299759571887678
5,MRPA,4,14,1.3073146651891,0.343615278481458,2.64831750769083,0.396193780702831,0.299759571887678
5,MRPA,5,14,1.3073146651891,0.343615278481458,2.64831750769083,0.396193780702831,0.299759571887678
5,VW,1,18,41.9156722677985,4.8799841540853,2.70658887309683,0.891146361993112,2.70700033896779
5,VW,2,25,51.8618508941904,4.84973699460406,4.15473588574618,1.28139516066183,3.60314665842787
5,VW,3,28,87.3200810868711,4.56325724460079,4.3054844381951,1.35386800727212,3.46204771340159
5,VW,4,27,76.7407956342563,5.66054315502794,4.06396063466623,1.43100595351907,3.77006092116136
5,VW,5,33,98.9032001674568,6.19120685111913,4.16364307501307,1.8239654091576,4.76507340827599
6,interval,1,0,32.8626478191309,2.3275361292803,1.07231106687082,0.0411297219263211,0.0587996768427936
6,interval,2,0,23.7883187913667,2.7893236104406,1.23524497896062,0.0446309921038761,0.0840650291959834
6,interval,3,0,58.7029968223378,5.11908013853917,2.61292262545212,0.147125305319143,0.278968837849324
6,interval,4,0,60.9970275746782,8.05640848466476,5.82998852514293,0.1912132525852,0.304261625181484
6,interval,5,0,91.0408778521814,9.29279946477241,6.78760296694578,0.342258939293913,0.339675287914883
6,local,1,22,7.76695004154044,0.523172367593205,2.20211445080521,0.295667065377842,0.34575308927791
6,local,2,22,7.76695004154044,0.523172367593205,2.20211445080521,0.295667065377842,0.34575308927791
6,local,3,22,7.76695004154044,0.523172367593205,2.20211445080521,0.295667065377842,0.34575308927791
6,local,4,0,751.6362414622,NaN,NaN,NaN,NaN
6,local,5,0,751.6362414622,NaN,NaN,NaN,NaN
6,nonlocal,1,81,31.6279593133559,1.16078401724597,0.845926554460224,0.310685474447845,0.218480995463068
6,nonlocal,2,81,31.6279593133559,1.16078401724597,0.845926554460224,0.310685474447845,0.218480995463068
6,nonlocal,3,108,51.6761410903018,1.42516554093194,0.666100311557539,0.443996134572937,0.811590849466338
6,nonlocal,4,51,393.362597777749,6.59749197772894,4.86204300446767,4.28186191094107,9.07000577604436
6,nonlocal,5,51,393.362597777749,6.59749197772894,4.86204300446767,4.28186191094107,9.07000577604436
6,1D,1,50,303.020452820823,11.694718173877,6.88848146615029,6.04305742707269,15.5978632246621
6,1D,2,52,307.606218828088,11.2297226682059,6.01267636989073,6.18873684810394,15.8500811395625
6,1D,3,39,375.787667346845,11.8026647311453,7.10141479829734,6.69195701042535,18.3100863930923
6,1D,4,15,361.438340218515,15.3790872588765,6.6041479481712,6.54350687845456,22.5082780415872
6,1D,5,18,342.063468180084,19.6942925207785,5.59304637128461,8.00513507748091,22.4331910163975
6,corridor,1,22,1.3715378350762,0.197850372813797,2.09061094169654,0.295619430946445,0.337998392754351
6,corridor,2,22,2.03655441094361,0.282844099327995,2.77338119619572,0.29578263478272,0.327971526004197
6,corridor,3,30,7.55550210064666,0.809983060981651,1.84499219580511,0.409259991028176,0.381232759799922
6,corridor,4,30,18.4888953723375,1.58514946424972,0.989047337812341,0.437997922467957,0.37437966866684
6,corridor,5,21,13.4975425479561,2.27843627059693,1.56076184749097,0.364900562183621,0.486048067182286
6,DP,1,22,1.36424205265939e-11,0.103992268329264,0.0702790967849065,0.296136761340705,0.351429261751579
6,DP,2,24,1.05855758502912,0.139387276190746,0.942231767170546,0.326414613385497,0.364938580556525
6,DP,3,27,3.6389196769187,0.275717182476157,2.86447955439561,0.369385846120412,0.326557976164587
6,DP,4,19,8.45137362995956,0.288039793774175,2.08858745075566,0.27487801713322,0.429323864249921
6,DP,5,26,15.1612283344066,0.894538692154455,2.69812924102699,0.38295071845528,0.885682685856661
6,TPA,1,37,30.4414959568448,2.77148070870455,2.23301059439547,0.644066637886812,0.446882716202399
6,TPA,2,37,29.882095444571,2.71009072341533,2.28739496838017,0.713288917499709,1.14175915317663
6,TPA,3,36,30.1615986627976,1.79013602618023,2.50132942508032,0.765171992186614,1.06600110279933
6,TPA,4,42,32.1268046280529,2.00110833280707,2.47834893563274,0.975651562622939,1.25134344954991
6,TPA,5,30,17.2520237722938,2.8408948785749,2.91315951845681,1.28383054439291,1.46423215251337
