res_id,paramSet,rep,method,threshNr,nrTurns,length,angleMu,angleSD,stepMu,stepSD
5131,11,1,nonlocal,4,1.70526315789474,0.916116810108528,0.520498259843782,5.54957650169692,0.565504203770696,1.42242437897483
5132,11,2,nonlocal,4,1.55913978494624,0.914965249316127,0.535054058689979,5.77971161727193,0.631010516769743,1.92650574300502
5133,11,3,nonlocal,4,1.66666666666667,0.923067900274961,0.517708154293655,5.25071167609248,0.576917437671851,1.27540299098134
5134,11,4,nonlocal,4,1.58695652173913,0.913208606694437,0.523893718130336,5.71867411958159,0.625485347050984,1.90373358106259
5135,11,5,nonlocal,4,1.4639175257732,0.903485189074161,0.535122050782454,5.24974567878666,0.636257175404339,1.90776029606049
5136,11,6,nonlocal,4,1.48913043478261,0.907692799869953,0.561452009255499,5.68430944790628,0.66254948895617,1.51351006362588
5137,11,7,nonlocal,4,1.50526315789474,0.905799795094976,0.556741843366414,5.37562950665729,0.633426430136347,1.73292828030297
5138,11,8,nonlocal,4,1.82178217821782,0.923996355682505,0.491857943756837,5.74336938143952,0.502171932436144,1.06419557747064
5139,11,9,nonlocal,4,1.56435643564356,0.904632675268851,0.549711890344744,5.57587190566954,0.572552326119526,1.33279155291361
5140,11,10,nonlocal,4,1.46938775510204,0.909027342418114,0.552892669236264,5.80783408680708,0.631268987790357,1.58293079207357
5141,11,1,nonlocal,5,0.4,0.755078401764127,1.0950736499752,7.34114454277367,1.98704842569507,6.38481442500171
5142,11,2,nonlocal,5,0.419354838709677,0.702397798410242,0.855807931656381,8.22102674917972,1.8010199959237,3.04997194651552
5143,11,3,nonlocal,5,0.28125,0.595418969392674,1.11314213312384,9.04145702190111,2.20525544219509,4.42680123868806
5144,11,4,nonlocal,5,0.5,0.747829656558036,0.908531357324562,7.5218287332147,1.62571664469138,4.02574121303662
5145,11,5,nonlocal,5,0.391752577319588,0.761961565337457,0.896469788481148,7.76212097271813,2.00516201404594,4.76567995250347
5146,11,6,nonlocal,5,0.33695652173913,0.679529900067673,1.00165389002357,8.35684728376845,2.19203193570217,4.38973361116373
5147,11,7,nonlocal,5,0.294736842105263,0.658912064998669,0.940317019909468,9.45078967279113,2.35325737499525,5.01420887906167
5148,11,8,nonlocal,5,0.495049504950495,0.800070917984097,0.851925825871477,7.66215017921395,1.60014183596819,4.7295836576807
5149,11,9,nonlocal,5,0.415841584158416,0.704421353049605,1.08267844835307,9.22527111033549,1.67719369773715,4.40350132304356
5150,11,10,nonlocal,5,0.275510204081633,0.648872064490788,1.25209914463812,9.94593495792075,2.4032298684844,4.42868609685931
5151,11,1,1D,1,0.294736842105263,0.770774641608952,1.71496745814433,7.06218396964965,2.75276657717483,7.87087531325331
5152,11,2,1D,1,0.354838709677419,0.786164069419299,1.58147848286617,5.79320991239949,2.38231536187666,5.71041990588106
5153,11,3,1D,1,0.40625,0.806749129366727,1.49873790934105,6.76500971945335,2.06858751119674,5.99042103121827
5154,11,4,1D,1,0.347826086956522,0.781730052209697,1.69997144614999,6.88915970528582,2.4429064131553,5.22736804236532
5155,11,5,1D,1,0.350515463917526,0.812407953849894,1.52604864594122,7.12217789515785,2.38943515838204,5.66118841817786
5156,11,6,1D,1,0.391304347826087,0.766322656292697,1.61338228920023,6.71337990805979,2.12867404525749,5.15795503138258
5157,11,7,1D,1,0.357894736842105,0.792617309006386,1.52197412578991,6.88539915303539,2.33122737943055,5.85285294533945
5158,11,8,1D,1,0.405940594059406,0.800719998438777,1.47027316071559,5.77859212743109,1.95297560594824,5.43913135760223
5159,11,9,1D,1,0.356435643564356,0.7988177523013,1.56778092993533,6.18482610199994,2.21893820083694,5.9498173394905
5160,11,10,1D,1,0.346938775510204,0.765438779538268,1.6051439101482,6.12933652943246,2.25129052805373,4.60740051628675
5161,11,1,1D,2,0.294736842105263,0.770774641608952,1.71496745814433,7.06218396964965,2.75276657717483,7.87087531325331
5162,11,2,1D,2,0.333333333333333,0.777014570988079,1.54644244192316,6.79491052336384,2.50649861609058,5.5996751717894
5163,11,3,1D,2,0.395833333333333,0.803558534177107,1.48214239247059,7.29122215997648,2.1146277215187,6.0006633902346
5164,11,4,1D,2,0.347826086956522,0.781730052209697,1.69997144614999,6.88915970528582,2.4429064131553,5.22736804236532
5165,11,5,1D,2,0.350515463917526,0.812407953849894,1.52604864594122,7.12217789515785,2.38943515838204,5.66118841817786
5166,11,6,1D,2,0.391304347826087,0.766322656292697,1.61338228920023,6.71337990805979,2.12867404525749,5.15795503138258
5167,11,7,1D,2,0.347368421052632,0.788031781683733,1.50552031835075,7.52762641227916,2.38797509601131,5.84288490909651
5168,11,8,1D,2,0.376237623762376,0.783958053847921,1.41112179584211,6.81163568448223,2.06304751012611,5.40615016256895
5169,11,9,1D,2,0.336633663366337,0.793893756540049,1.53760741735137,7.36371756244499,2.3349816368825,5.94007347113566
5170,11,10,1D,2,0.346938775510204,0.765438779538268,1.6051439101482,6.12933652943246,2.25129052805373,4.60740051628675
5171,11,1,1D,3,0.273684210526316,0.748235679654213,1.68616611745442,7.89408768692403,2.87782953713159,7.81709319265897
5172,11,2,1D,3,0.268817204301075,0.739679176183442,1.50425971166328,8.73347991813803,2.95871670473377,5.53693594017151
5173,11,3,1D,3,0.260416666666667,0.725751977912262,1.34265255143933,8.66429346999979,2.90300791164905,6.38641877861629
5174,11,4,1D,3,0.25,0.715067950803766,1.63938818390026,10.9738616611934,3.10899109045116,5.28295489734682
5175,11,5,1D,3,0.268041237113402,0.761011321393259,1.40126487713478,10.0633195477654,2.9269666207433,5.60394773566729
5176,11,6,1D,3,0.33695652173913,0.737539568886516,1.56850650938531,7.66638837602966,2.37915989963392,5.19477493758243
5177,11,7,1D,3,0.242105263157895,0.727075020462074,1.37184625680183,10.6338058007583,3.16119574113945,5.539236886724
5178,11,8,1D,3,0.267326732673267,0.736605883197776,1.24799582586181,9.94615354978864,2.72816993776954,5.63679103996861
5179,11,9,1D,3,0.267326732673267,0.749934248069115,1.48820618626055,9.43875722858912,2.77753425210783,5.97156282940418
5180,11,10,1D,3,0.275510204081633,0.711425033101013,1.37128347955129,9.48538772739215,2.63490753000375,4.55978035518698
5181,11,1,1D,4,0.178947368421053,0.662074783002012,1.68107736035568,11.2687182328028,3.89455754707066,8.7173861639327
5182,11,2,1D,4,0.193548387096774,0.652326745887281,1.4237071099992,12.7638074415929,3.62403747715156,5.17781452991141
5183,11,3,1D,4,0.177083333333333,0.647405715159159,1.28952315462747,9.9299561588038,3.80826891270094,7.25742165012021
5184,11,4,1D,4,0.217391304347826,0.678078108576287,1.58418557031329,11.2147835418784,3.39039054288143,5.30284238072338
5185,11,5,1D,4,0.206185567010309,0.718684492786221,1.35031313790588,11.8997495522912,3.5934224639311,6.24155364516828
5186,11,6,1D,4,0.217391304347826,0.641594880538021,1.51984540780597,8.10474635924835,3.20797440269011,5.40597223370398
5187,11,7,1D,4,0.210526315789474,0.693342085241154,1.36730612241337,10.3183194546511,3.46671042620577,5.29843776944182
5188,11,8,1D,4,0.188118811881188,0.682532036915621,1.19463349135029,8.94022258642871,3.59227387850327,5.85390127901251
5189,11,9,1D,4,0.188118811881188,0.663040933866116,1.50326242808001,8.95629419748373,3.48968912561114,7.03235530081673
5190,11,10,1D,4,0.183673469387755,0.630179267186473,1.30834194289001,12.5359786073781,3.50099592881374,5.09737713739414
5191,11,1,1D,5,0.147368421052632,0.587043361465539,1.74557452836307,10.2402520749374,4.193166867611,9.07639933520798
5192,11,2,1D,5,0.193548387096774,0.652326745887281,1.4237071099992,12.7638074415929,3.62403747715156,5.17781452991141
5193,11,3,1D,5,0.15625,0.608995653031741,1.29287992338952,9.90023160597998,4.05997102021161,7.83973701248031
5194,11,4,1D,5,0.195652173913043,0.64010542667901,1.59540715633993,10.4233243114407,3.55614125932783,5.70868009805581
5195,11,5,1D,5,0.195876288659794,0.707595855186848,1.3484960159627,12.1016586227048,3.72418871150973,6.48711694808959
5196,11,6,1D,5,0.184782608695652,0.598433393252613,1.30497915004358,10.4729271573462,3.52019643089773,4.80006687655847
5197,11,7,1D,5,0.178947368421053,0.615703450425141,1.17422930978365,9.92496370711942,3.62178500250083,5.24793301016236
5198,11,8,1D,5,0.168316831683168,0.673715916816719,1.21967389082041,8.88755424669332,3.96303480480423,5.69191320024834
5199,11,9,1D,5,0.158415841584158,0.612159218586648,1.29916471854069,8.08621488524383,3.82599511616655,7.19830775826166
5200,11,10,1D,5,0.153061224489796,0.583967205494457,1.22715318861087,12.0476622942051,3.89311470329638,5.2843969790356
5201,11,1,corridor,1,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5202,11,2,corridor,1,0.989247311827957,0.999356058723324,1.00172448956815,0.984897406279333,1.08625658556883,1.02126745078392
5203,11,3,corridor,1,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5204,11,4,corridor,1,1,0.999649060833155,1.00411226786007,1.46372131070248,1.086575066123,1.09499625412013
5205,11,5,corridor,1,1,1,0.994171289253436,0.964227409472223,1.03092783505155,0.894611269865031
5206,11,6,corridor,1,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5207,11,7,corridor,1,1,1,0.988975142526901,1.04125330964439,1.05263157894737,1.05653314520794
5208,11,8,corridor,1,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5209,11,9,corridor,1,0.99009900990099,0.999434000652386,1.00057068181407,1.00594172974907,0.999434000652386,0.951105446976431
5210,11,10,corridor,1,0.989795918367347,0.999382071620554,0.990344043938668,0.949130299932291,1.03029079548511,0.964034414345652
5211,11,1,corridor,2,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5212,11,2,corridor,2,0.989247311827957,0.999356058723324,1.00172448956815,0.984897406279333,1.08625658556883,1.02126745078392
5213,11,3,corridor,2,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5214,11,4,corridor,2,1,0.999649060833155,1.00411226786007,1.46372131070248,1.086575066123,1.09499625412013
5215,11,5,corridor,2,1,1,0.994171289253436,0.964227409472223,1.03092783505155,0.894611269865031
5216,11,6,corridor,2,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5217,11,7,corridor,2,1,1,0.988975142526901,1.04125330964439,1.05263157894737,1.05653314520794
5218,11,8,corridor,2,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5219,11,9,corridor,2,0.99009900990099,0.999434000652386,1.00057068181407,1.00594172974907,0.999434000652386,0.951105446976431
5220,11,10,corridor,2,0.989795918367347,0.999382071620554,0.990344043938668,0.949130299932291,1.03029079548511,0.964034414345652
5221,11,1,corridor,3,1,0.941715614729121,0.907720605991157,1.49593489322619,0.991279594451706,0.763951872190111
5222,11,2,corridor,3,0.989247311827957,0.943150168372244,0.910284601722655,1.79010587213659,1.02516322649157,1.01369761795736
5223,11,3,corridor,3,1,0.943356640367595,0.886282524676876,1.57915820551136,0.982663167049578,1.00043730791904
5224,11,4,corridor,3,0.989130434782609,0.94408349578297,0.925590245231365,2.46428431614936,1.0374543909703,1.02521532462836
5225,11,5,corridor,3,0.989690721649485,0.940958831980635,0.902365326569106,1.65141034597206,0.980165449979828,0.893045851046048
5226,11,6,corridor,3,1,0.943070541262253,0.927056559672869,1.48345064679235,1.02507667528506,0.939929900184713
5227,11,7,corridor,3,1,0.943304163483025,0.884757837885848,1.94037409465603,0.992951751034763,1.04912659970194
5228,11,8,corridor,3,0.99009900990099,0.937250716932042,0.900345283001356,1.50205521983284,0.937250716932042,0.92175242335071
5229,11,9,corridor,3,0.99009900990099,0.938772494957063,0.902540454110697,1.86395440265243,0.938772494957063,0.943201713738698
5230,11,10,corridor,3,0.989795918367347,0.941494105455652,0.895853046471229,1.73605115178171,0.970612479851187,0.955677746168425
5231,11,1,corridor,4,1,0.934819282605512,0.889418269914866,2.03631939331226,0.984020297479486,0.71364360213302
5232,11,2,corridor,4,0.989247311827957,0.936012943438484,0.882560919496985,2.78870803583689,1.0174053733027,0.969057943339287
5233,11,3,corridor,4,0.989583333333333,0.937048146138861,0.866946220655072,2.51134386417852,0.986366469619854,0.916638356827974
5234,11,4,corridor,4,0.978260869565217,0.939585610363304,0.905118536569833,3.22036048988896,1.04398401151478,0.962737376447005
5235,11,5,corridor,4,0.989690721649485,0.932935703223632,0.868769231080524,2.35497371005278,0.971808024191283,0.866045180615362
5236,11,6,corridor,4,1,0.936546901410339,0.908139152291915,2.01484721482982,1.01798576240254,0.915813887324127
5237,11,7,corridor,4,0.989473684210526,0.936596876221116,0.864139927891213,2.79505953013549,0.996379655554379,1.00662488056288
5238,11,8,corridor,4,0.99009900990099,0.930048461870017,0.874630060942207,1.98616431796509,0.930048461870017,0.859106858250001
5239,11,9,corridor,4,0.99009900990099,0.927815784454144,0.854899000749751,3.24176956202512,0.927815784454144,0.879218773280547
5240,11,10,corridor,4,0.979591836734694,0.933986952206005,0.878892530373867,2.42896875220863,0.972903075214588,0.88909252228917
5241,11,1,corridor,5,1,0.890468840479872,0.790963556615469,3.11111309925083,0.937335621557759,0.6754628402928
5242,11,2,corridor,5,0.956989247311828,0.893390149941239,0.809287500537675,3.93457359024987,1.00380915723735,0.889040083100631
5243,11,3,corridor,5,0.958333333333333,0.891792832818953,0.783041094264081,3.66115123311379,0.969340035672775,0.869324620505547
5244,11,4,corridor,5,0.956521739130435,0.894983154412358,0.832401298095591,4.20861236245762,1.01702631183222,0.904753445066203
5245,11,5,corridor,5,0.979381443298969,0.888621225937364,0.767586822811477,3.60043988992226,0.935390764144593,0.836539232880272
5246,11,6,corridor,5,0.989130434782609,0.893950494102748,0.833438273258714,3.06381948828527,0.98236318033269,0.883977851686419
5247,11,7,corridor,5,0.936842105263158,0.893381512569855,0.786323944333886,4.22492167596636,1.00379945232568,0.840411925238834
5248,11,8,corridor,5,0.95049504950495,0.881289038981941,0.765436583658673,3.66554964172411,0.918009415606189,0.831150700692888
5249,11,9,corridor,5,0.97029702970297,0.885906434566724,0.774518524679702,4.11646103082261,0.903986157721147,0.820710647169901
5250,11,10,corridor,5,0.959183673469388,0.889862581180274,0.790940513711478,4.01007045863451,0.946662320404547,0.871906565924299
5251,11,1,DP,1,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5252,11,2,DP,1,1,1,1.00120899172603,0.972044335629943,1.0752688172043,1.01574534750657
5253,11,3,DP,1,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5254,11,4,DP,1,1,1,1.00411226786007,0.995801859851511,1.08695652173913,1.09596837518587
5255,11,5,DP,1,1,1,0.994171289253436,0.964227409472223,1.03092783505155,0.894611269865031
5256,11,6,DP,1,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5257,11,7,DP,1,1,1,0.988975142526901,1.04125330964439,1.05263157894737,1.05653314520794
5258,11,8,DP,1,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5259,11,9,DP,1,1,1,1.00035820763264,1.00288396777718,0.990099009900991,0.984645597509718
5260,11,10,DP,1,1,1,0.990721344153158,0.94656277364624,1.02040816326531,0.99523140087899
5261,11,1,DP,2,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5262,11,2,DP,2,1,1,1.00120899172603,0.972044335629943,1.0752688172043,1.01574534750657
5263,11,3,DP,2,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5264,11,4,DP,2,1,1,1.00411226786007,0.995801859851511,1.08695652173913,1.09596837518587
5265,11,5,DP,2,1,1,0.994171289253436,0.964227409472223,1.03092783505155,0.894611269865031
5266,11,6,DP,2,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5267,11,7,DP,2,1,1,0.988975142526901,1.04125330964439,1.05263157894737,1.05653314520794
5268,11,8,DP,2,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5269,11,9,DP,2,1,1,1.00035820763264,1.00288396777718,0.990099009900991,0.984645597509718
5270,11,10,DP,2,1,1,0.990721344153158,0.94656277364624,1.02040816326531,0.99523140087899
5271,11,1,DP,3,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5272,11,2,DP,3,0.989247311827957,0.999356058723324,1.00172448956815,0.984897406279333,1.08625658556883,1.02126745078392
5273,11,3,DP,3,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5274,11,4,DP,3,0.989130434782609,0.999333299466261,1.01514646860578,1.72930308411578,1.09816846095193,1.04825449983678
5275,11,5,DP,3,1,1,0.994171289253436,0.964227409472223,1.03092783505155,0.894611269865031
5276,11,6,DP,3,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5277,11,7,DP,3,1,1,0.988975142526901,1.04125330964439,1.05263157894737,1.05653314520794
5278,11,8,DP,3,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5279,11,9,DP,3,0.99009900990099,0.999434000652386,1.00057068181407,1.00594172974907,0.999434000652386,0.951105446976431
5280,11,10,DP,3,0.989795918367347,0.999382071620554,0.990344043938668,0.949130299932291,1.03029079548511,0.964034414345652
5281,11,1,DP,4,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5282,11,2,DP,4,0.967741935483871,0.997536900261338,1.00127658490788,1.00690951487587,1.10837433362371,1.04578686495602
5283,11,3,DP,4,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5284,11,4,DP,4,0.989130434782609,0.999333299466261,1.01514646860578,1.72930308411578,1.09816846095193,1.04825449983678
5285,11,5,DP,4,0.969072164948454,0.996960997169832,1.00042627998067,1.03767016259993,1.06059680549982,0.981708834355965
5286,11,6,DP,4,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5287,11,7,DP,4,0.978947368421053,0.998389307237635,0.992492922397166,1.05905581653256,1.07353688950283,1.05511938922889
5288,11,8,DP,4,1,1,1.00742899465388,0.994692045854471,0.990099009900991,0.929352661607509
5289,11,9,DP,4,0.97029702970297,0.997503277718705,0.997588211647319,1.04248158333261,1.01786048746807,1.01851666014218
5290,11,10,DP,4,0.989795918367347,0.999382071620554,0.990344043938668,0.949130299932291,1.03029079548511,0.964034414345652
5291,11,1,DP,5,1,1,1.00162244441619,0.958160683171384,1.05263157894737,0.769956587540189
5292,11,2,DP,5,0.946236559139785,0.995224318490922,1.00136207825594,1.11509776407096,1.13093672555787,1.1117314333831
5293,11,3,DP,5,1,1,0.983562822135071,0.856196837367783,1.04166666666667,1.01085121330421
5294,11,4,DP,5,0.967391304347826,0.996901215099342,1.00832192716095,2.03325004252032,1.12011372483072,0.969862684395189
5295,11,5,DP,5,0.969072164948454,0.996960997169832,1.00042627998067,1.03767016259993,1.06059680549982,0.981708834355965
5296,11,6,DP,5,1,1,1.00563369242779,1.06029369745533,1.08695652173913,0.949094504799837
5297,11,7,DP,5,0.936842105263158,0.993722490965655,0.994941770300494,1.18031190240489,1.11654212468051,1.14246267237777
5298,11,8,DP,5,0.95049504950495,0.993238321936409,1.00557656539966,1.12147901604721,1.03462325201709,1.12099981507242
5299,11,9,DP,5,0.97029702970297,0.997503277718705,0.997588211647319,1.04248158333261,1.01786048746807,1.01851666014218
5300,11,10,DP,5,0.979591836734694,0.998349634711401,0.983475209720378,1.19633157329789,1.03994753615771,0.932404511489723
5301,11,1,TPA,1,0.863157894736842,0.911017948722053,0.887625084893,4.51590718629425,1.11099749844153,0.837354458295886
5302,11,2,TPA,1,0.806451612903226,0.90908787336468,0.926528970043182,4.60175428123585,1.21211716448624,0.880184846506117
5303,11,3,TPA,1,0.802083333333333,0.909272373109277,0.897991717353782,4.34952742282945,1.18087321183023,0.943669813601816
5304,11,4,TPA,1,0.793478260869565,0.889312811290276,0.922389723240724,5.99370951612766,1.2182367277949,0.997494079304334
5305,11,5,TPA,1,0.855670103092783,0.915222762733426,0.918269457918255,4.17097576298589,1.10267802738967,0.985291298872672
5306,11,6,TPA,1,0.91304347826087,0.917781100220007,0.924492461279033,4.58138728458927,1.09259654788096,0.9912720304452
5307,11,7,TPA,1,0.842105263157895,0.917418762179149,0.88478704973158,4.87600642660193,1.14677345272394,0.891464924780888
5308,11,8,TPA,1,0.841584158415842,0.892620358481522,0.801373393671331,4.84564700880913,1.05014159821356,1.12885172067458
5309,11,9,TPA,1,0.782178217821782,0.895319537149823,0.950755009953737,5.38652018698405,1.1333158698099,1.00756393773798
5310,11,10,TPA,1,0.86734693877551,0.903708344876583,0.837442517174495,6.01040339831936,1.0631862880901,1.13613475417343
5311,11,1,TPA,2,0.831578947368421,0.910940516054352,0.920349000367037,3.98299136076464,1.15308926082829,1.31853574726629
5312,11,2,TPA,2,0.795698924731183,0.909056661339901,0.938106365987393,4.41965875408015,1.22845494775662,1.19552485988067
5313,11,3,TPA,2,0.78125,0.909079894145551,0.918321180526021,4.07752395256098,1.2121065255274,1.27977740627876
5314,11,4,TPA,2,0.771739130434783,0.889232099751696,0.946677899351121,5.70497973585286,1.25243957711507,1.46845451892183
5315,11,5,TPA,2,0.845360824742268,0.915101260071575,0.927458007053024,4.03397773928475,1.11597714642875,1.14360833598876
5316,11,6,TPA,2,0.891304347826087,0.917704314095923,0.945897738582082,4.24926636476218,1.119151602556,1.25271217335825
5317,11,7,TPA,2,0.810526315789474,0.91726338995724,0.913031486549752,4.44488398975319,1.19125115578862,1.25820905116253
5318,11,8,TPA,2,0.772277227722772,0.892216344734799,0.863831557986612,4.03645304061244,1.14386710863436,1.91356054541046
5319,11,9,TPA,2,0.762376237623762,0.895212586182376,0.971843668858879,5.08102716547979,1.1626137482888,1.41449763359061
5320,11,10,TPA,2,0.846938775510204,0.903658640108696,0.857337140218995,5.84076383670967,1.08874534952855,1.30056122240805
5321,11,1,TPA,3,0.789473684210526,0.908968307731048,0.947117735260371,3.72067277023025,1.2119577436414,1.91796595362458
5322,11,2,TPA,3,0.774193548387097,0.908558947177606,0.96416487615371,4.10846646929377,1.26188742663556,1.41993904037843
5323,11,3,TPA,3,0.75,0.908414529320975,0.943305699680091,3.5647356206793,1.26168684627913,1.79894167666229
5324,11,4,TPA,3,0.75,0.888999573160396,0.974117838462748,5.46179168155442,1.28840517849333,1.43236273382887
5325,11,5,TPA,3,0.793814432989691,0.914212439413363,0.976724489191006,3.19988424025003,1.18728888235502,1.52465910296522
5326,11,6,TPA,3,0.869565217391304,0.917457589088729,0.969545182046635,3.93460716784642,1.14682198636091,1.32458517416177
5327,11,7,TPA,3,0.768421052631579,0.916450085633135,0.954185324390009,3.94614098016297,1.25541107620977,1.53354733616612
5328,11,8,TPA,3,0.712871287128713,0.891372903191091,0.935817521152164,3.19743673513669,1.23801792109874,2.01769993891269
5329,11,9,TPA,3,0.732673267326733,0.894484483222803,1.00424608425791,4.78070753508002,1.20876281516595,1.65049583177486
5330,11,10,TPA,3,0.744897959183674,0.902372752300071,0.964875475621228,5.05114834827298,1.2361270579453,1.50131711430685
5331,11,1,TPA,4,0.789473684210526,0.908968307731048,0.947117735260371,3.72067277023025,1.2119577436414,1.91796595362458
5332,11,2,TPA,4,0.763440860215054,0.907839300029372,0.97774466314179,4.10882368362219,1.27864690144982,1.45606163626989
5333,11,3,TPA,4,0.729166666666667,0.906971181004628,0.955550598094193,3.39730852875181,1.2956731157209,2.12476161381487
5334,11,4,TPA,4,0.706521739130435,0.886024478931769,1.01600570135469,5.08199885454577,1.36311458297195,1.70716580450752
5335,11,5,TPA,4,0.783505154639175,0.913597074817404,0.982141121134367,3.0039428645334,1.20210141423343,1.88711814655276
5336,11,6,TPA,4,0.858695652173913,0.917125613374565,0.97321372783083,3.78108051136665,1.16091849794249,1.32609110999111
5337,11,7,TPA,4,0.757894736842105,0.915830902333973,0.959705637583787,3.7883484840199,1.27198736435274,1.56720312904916
5338,11,8,TPA,4,0.702970297029703,0.889827799149691,0.948998049619095,3.1011454870573,1.25327859035168,2.49128424384584
5339,11,9,TPA,4,0.712871287128713,0.893387914445503,1.02694915598528,4.57475156275531,1.24081654784098,1.90647531977333
5340,11,10,TPA,4,0.724489795918367,0.899725620263724,0.976866965839871,5.08823258840499,1.26721918347003,1.7732844849745
5341,11,1,TPA,5,0.768421052631579,0.905930529199309,0.961123849415263,3.55192448319938,1.24100072493056,2.29536133859225
5342,11,2,TPA,5,0.720430107526882,0.899482244971546,0.993715296656945,3.73207569955674,1.34251081339037,2.51022021006999
5343,11,3,TPA,5,0.708333333333333,0.905730994332778,0.980190302797983,3.25693709865651,1.33195734460703,2.29506595297563
5344,11,4,TPA,5,0.630434782608696,0.875300489693119,1.0467508249561,4.94886322198789,1.50913877533296,2.86429527897561
5345,11,5,TPA,5,0.742268041237113,0.907053838310444,0.999340148221907,3.11171622255147,1.25979699765339,2.62030057461657
5346,11,6,TPA,5,0.847826086956522,0.915327149221401,0.974073687046871,3.75131356461265,1.17349634515564,1.2853384497839
5347,11,7,TPA,5,0.736842105263158,0.910997043270062,0.966850172619277,3.8583476129464,1.30142434752866,1.79526140919466
5348,11,8,TPA,5,0.702970297029703,0.888949652380999,0.941827860612867,3.29652145351976,1.2520417639169,2.47133642544418
5349,11,9,TPA,5,0.683168316831683,0.888071293757573,1.0377933631663,4.54731638277444,1.28705984602547,2.51149647783413
5350,11,10,TPA,5,0.693877551020408,0.8943269252108,0.991754411123632,4.912100749052,1.31518665472176,2.06345567620291
5351,11,1,CPT,1,0.0105263157894737,0.225030664045478,0.681973361739778,0,22.5030664045478,0
5352,11,2,CPT,1,0.032258064516129,0.170775655471782,0.939245723803537,11.6099312511857,5.69252184905939,20.9247164388114
5353,11,3,CPT,1,0.0104166666666667,0.0618228194461437,1.0831896886851,0,6.18228194461437,0
5354,11,4,CPT,1,0.0978260869565217,0.202627138273537,0.805465641520699,8.65149389075399,2.25141264748375,4.42250223771638
5355,11,5,CPT,1,0.103092783505155,0.369972943083208,0.650454946609672,5.56074259439928,3.69972943083208,20.7078724668062
5356,11,6,CPT,1,0.0869565217391304,0.299713958461127,1.07861879267887,8.37345166751171,3.74642448076409,5.97128953715118
5357,11,7,CPT,1,0.157894736842105,0.465240852964585,0.740929234527788,8.2361469162725,3.10160568643057,7.33009391056649
5358,11,8,CPT,1,0.099009900990099,0.365537799004705,1.0236660047227,9.38130756462192,3.65537799004705,12.7628505760765
5359,11,9,CPT,1,0.0594059405940594,0.0768363891098711,1.0338823236273,11.3614994008585,1.28060648516452,2.04002114407596
5360,11,10,CPT,1,0.0408163265306122,0.179488015430939,0.656097046119525,10.7258778731314,4.48720038577347,22.7534514555485
5361,11,1,CPT,2,0.0315789473684211,0.227895969109325,0.52844133388659,7.21447286611393,7.59653230364417,8.07065676000933
5362,11,2,CPT,2,0.236559139784946,0.541664387999525,1.09331162001819,11.1530177543056,2.46211085454329,6.26042005438484
5363,11,3,CPT,2,0.125,0.402863881615711,0.876426327062401,9.44272194273229,3.35719901346426,12.2805684538333
5364,11,4,CPT,2,0.380434782608696,0.545997967093075,0.868192209362947,10.5124956939385,1.5599941916945,4.69535401160636
5365,11,5,CPT,2,0.134020618556701,0.385320906315687,0.837071461471494,7.22918122484021,2.96400697165913,18.2360237194735
5366,11,6,CPT,2,0.293478260869565,0.420213514488666,0.861496110381216,10.1267723256276,1.55634634995802,5.53961256773351
5367,11,7,CPT,2,0.284210526315789,0.591345578743772,0.885224971907264,8.84562289215678,2.19016881016212,5.88139269272401
5368,11,8,CPT,2,0.138613861386139,0.379697569337727,0.768690970253095,7.00160041453703,2.71212549526948,10.5670305535903
5369,11,9,CPT,2,0.099009900990099,0.085083163048732,0.625221306176025,9.4822999522877,0.85083163048732,1.45373806147383
5370,11,10,CPT,2,0.23469387755102,0.396361305714722,0.818121434713485,9.20262974120069,1.72331002484662,5.91937402056755
